loc_name,muni,address,prov
Spiritleaf - Brickyard,Brampton,110 Brickyard Way Unit 12,Ontario
Shinybud Cannabis Co. 2702 Alta Vista Ottawa,Ottawa,2702 Alta Vista Dr,Ontario
Tokyo Smoke ,Scarborough,2375 Brimley Rd. Unit 6,Ontario
Havok Smoke Cannabis & Accessories,Aurora,38 Wellington St E Suite 1,Ontario
The Leaf Collection Inc.,Scarborough,3331 Markham Rd. Unit 3 & 4,Ontario
Sweet Seven Cannabis Co.,Espanola,721 Centre St Unit 1,Ontario
Fika Local Cannabis,Milton ,1290 Steeles Avenue East Unit C3.3,Ontario
Cannaverse,Nepean,1465 Merivale Rd Unit B5,Ontario
Dab Cannabis,Aurora,444 Hollandview Trail Unit 1B,Ontario
Sessions Cannabis Bloor,Toronto,976A/978 Bloor St W,Ontario
T Cannabis Nw - Kirkland Lake,Kirkland Lake,59 Government Rd W,Ontario
Buds 4 Less,Barrie,489 Yonge St Unit 2,Ontario
Budssmoke,Pickering,940 Brock Rd Unit 3,Ontario
Runway Pot,Toronto,697 Mount Pleasant Rd,Ontario
Zen Cannabis,Kitchener,280 Victoria St N Unit 4,Ontario
Candream,Stratford,557 Downie St,Ontario
Flowertown Cannabis,Beaverton ,325 Simcoe St Unit 1,Ontario
Good Nature Cannabis ,Ottawa,1234 Merivale Rd Suite 5,Ontario
One Plant North Bay,North Bay,1899 Algonquin Ave Unit 125,Ontario
Cabbage Brothers,Stoney Creek,483 Hwy 8 Unit 3,Ontario
Leaftronics,Guelph,130 Silvercreek Pky N Unit 12,Ontario
Greenspace Co ,Rockwood,126 Main St S,Ontario
Cannabis Cupboard,Stoney Creek,952 Queenston Rd Unit 10,Ontario
Taste Buds Cannabis,Rockwood,"155 Main St S  Unit ""A"" ",Ontario
Cannabis Xpress,Uxbridge,170 Reach St Unit 2,Ontario
Cannaverse,Port Perry,14500 Simcoe Street Units 6 & 7,Ontario
Insalata (Units 1 & 2),Welland,905 Niagara St Unit 2,Ontario
Hidden Leaf Cannabis,Scarborough,195 Markham Rd,Ontario
Atlas Cannabis Club,Bradford,78 Bridge St,Ontario
Pop'S Cannabis Co. Penetang,Penetanguishene,175 Main St Unit 4,Ontario
Sparq Retail,Peterborough,809 Chemong Rd Unit 24,Ontario
Soul Rebel Cannabis Co.,Toronto,1003 Kingston Rd,Ontario
Cannabis Grey Bruce,Durham,123 Garafraxa St S,Ontario
Green King Cannabis,Dundas,236 Governors Rd,Ontario
Sativa Bliss Cannabis Boutique,Etobicoke,2291 Kipling Ave Unit 102,Ontario
High Tea Cannabis Co.,North York,386 Sheppard Ave E Unit 3,Ontario
Capturing Eden,Burford,129 King Street,Ontario
Smiley'S Cannabis,Nepean,3780 Fallowfield Rd Unit 7,Ontario
Burlington Cannabis Co.,Burlington,2025 Upper Middle Rd Unit 24,Ontario
The Hunny Pot Cannabis Co,Sarnia,1440 Quinn Dr,Ontario
Shinybud Cannabis Co. 420 Kanata ,Kanata,420 Hazeldean Rd Unit 8,Ontario
Cantopia Cannabis Co.,Brampton,1785 Queen St E Unit H,Ontario
Stash & Co.,Toronto ,150 Dundas St W.  Unit 7 ,Ontario
Pop'S Cannabis Co. Kapuskasing,Kapuskasing,25 Brunetville Rd Unit B1,Ontario
Greenlight District,London,1905 Dundas St E Unit B2,Ontario
Neat Cannabis Company,London,590 Oxford St E Unit B,Ontario
Cost Cannabis - St Clair,Scarborough,3443 St Clair Ave E,Ontario
Sessions Cannabis - Alliston,Alliston,689 Victoria Street East Unit 2,Ontario
Shinybud Cannabis Co. Seachart,Brampton,"23 Seachart Pl, Unit #2",Ontario
T Cannabis - Tottenham,Tottenham,54 Queen St S,Ontario
Haight - Ashbury,Windsor,3156 Sandwich St,Ontario
Tokyo Smoke,Scarborough,4660 Kingston Rd Suite 1,Ontario
Green Merchant Cannabis Boutique,Scarborough,33 Lapsley Rd,Ontario
Greenheart Flowers,Belleville,1601 Wallbridge-Loyalist Rd Unit 2,Ontario
Northern High,Minden,"101 Bobcaygeon Road, Front Unit 1",Ontario
Mary J'S Cannabis,Orleans,1968 Portobello Boulevard Unit 2 ,Ontario
Your Local Cannabis,Trenton,266 Dundas St E Unit 102,Ontario
Kryptonite Cannabis,Port Hope,107 Peter St Unit F,Ontario
Hello Cannabis York St ,London,73 York St,Ontario
Smoke Lab Cannabis - King West,Toronto,1234 King St W,Ontario
One Plant North York,North York ,2181 Steeles Ave W Unit B004 ,Ontario
Green Rush ,Scarborough,1187 Brimley Rd,Ontario
Stash & Co.,Rockland,2756 Chamberland St N Unit 4,Ontario
Moonrock Cannabis,Etobicoke,2324 Lake Shore Blvd W Unit 3,Ontario
Buzzed Buds,Pickering,1278 Kingston Rd Unit B 1-2,Ontario
True North Cannabis Co.,Brighton,43 Main Street,Ontario
Budssmoke,North Bay,1236 Algonquin Ave Unit B,Ontario
Mary J'S Cannabis Riverside South,Gloucester,3771 Spratt Rd Unit 7,Ontario
Capturing Eden,Turkey Point,230 Cedar Drive Unit B,Ontario
Cannavie,Toronto,170 North Queen St Unit C1,Ontario
Tokyo Smoke,Georgetown,369 Mountainview Rd S Unit Bb03,Ontario
Sessions Cannabis,Kitchener,525 Highland Rd W Unit 5,Ontario
Green Market Cannabis,North York,2737 Keele St Suite 29,Ontario
Dab Cannabis,Garson,3481 Falconbridge Hwy Unit 1,Ontario
Cannabis Stop Inc ,Arthur,168 George Street Suite 101,Ontario
Cannabis Central,Brantford,235 Market St Unit B,Ontario
True North Cannabis Co.,Owen Sound,Unit #2 - 978 Third Ave,Ontario
Neolitic,Niagara Falls,4665 Queen St,Ontario
Canna Cabana ,Woodstock,385 Springbank Ave Unit 143,Ontario
Tokyo Smoke,Springwater,1004 Carson Rd W Unit 1A,Ontario
Junction Cannabis,Toronto,1220A Dupont St,Ontario
Pluto Plants,Etobicoke,62 Marine Parade Dr Unit 4,Ontario
Tyme Cannabis Co.,North York,877 Wilson Ave Unit 12,Ontario
Superette,Toronto,3077 Dundas St W,Ontario
Shinybud Cannabis Co. Stittsville,Stittsville,1261 Main St Unit 2,Ontario
Glow Cannabis,North York,2851 Weston Rd,Ontario
Tokyo Smoke Lawrence Allen Centre,North York,700 Lawrence Ave W Unit 105,Ontario
Cloud Nine Cannabis,London,292 Dundas St,Ontario
Social Cannabliss Inc,Cambridge,507 Main St,Ontario
Bluebird Almonte,Almonte,14 Mill St Unit 8A,Ontario
Medipharm Labs Inc.,Barrie,151 John St,Ontario
Highlife Ssm,Sault Ste. Marie,625 Trunk Rd Unit 9,Ontario
Fire & Flower Cannabis Co.,Chatham,877 St Clair St Unit D8,Ontario
Yerba Buena Cannabis,Toronto,1111 College St,Ontario
Gold Coast Cannabis,Sarnia,680 Cathcart Blvd Unit 3A,Ontario
Rustic Cannabis,Bowmanville,122 King St E,Ontario
Giggles Cannabis,Kingston,652 Princess St Suite 108,Ontario
Session7,Waterloo ,210-220 King St N Unit G2,Ontario
Paramount Cannabis Co,Georgetown,348 Guelph St Unit 4,Ontario
Insalata,Thunder Bay,109 Regina Ave Suite 111,Ontario
Eighth Cannabis,Minden,10 Bobcaygeon Road,Ontario
Buds House,Barrie,201 Hurst Dr Unit 6,Ontario
Pop'S Cannabis Co. Hanmer,Hanmer,"5118 Old Highway 69 N., Unit 2 ",Ontario
Budders,Ancaster ,1172 Wilson St W. Unit 6,Ontario
Buzzed Buds,Toronto,1562 Queen St E,Ontario
Flowers Cannabis,Scarborough,880 Ellesmere Rd Suite 104,Ontario
Pot Palace Cannabis Company,York,553 Rogers Rd,Ontario
Dab Glass,Kitchener,685 Fischer Hallman Rd Suite M,Ontario
Sessions Cannabis Port Perry,Port Perry,261 Queen St,Ontario
Cannabis Xpress,Hillsdale,4570 Penetanguishene Rd,Ontario
Olympia Cannabis Westport  (Oc Westport),Westport,17 Church Street Unit 1,Ontario
High Society ,Thunder Bay ,210 Algoma St S Suite 101A,Ontario
The Green Closet Waterloo,Waterloo,250 Albert St Suite 107,Ontario
Happy Hippy Cannabis Store,Niagara Falls,8194 Cummington Sq W,Ontario
Indo Smoke,Toronto,810 Danforth Ave,Ontario
Top Finest Cannabis,St Catharines,436 Vansickle Rd Suite 9,Ontario
On The Cannabis Side,Windsor,4756 Tecumseh Rd E,Ontario
Bogarts Cannabis Shop,Sarnia,1202 Lakeshore Rd Unit A,Ontario
Cannabis Xpress,Wasaga Beach,930 River Rd W Unit 1,Ontario
Hemisphere Cannabis Co.,Belleville,464 Dundas St E,Ontario
Giggle Leaf Rexdale,Etobicoke,110 Rexdale Blvd Unit 1,Ontario
Pop'S Cannabis Co. Mt. Forest ,Mount Forest,286 Main St S Unit C,Ontario
Eighth Cannabis,Bowmanville,258 King St E Unit 1B,Ontario
Zephyr Cannabis,Merrickville,629 St Lawrence St,Ontario
Cannabis Stop Inc ,Grand Valley,25 Main St S,Ontario
Greentown,Lasalle,5994 Malden Rd Unit 3,Ontario
Northern Leaf Cannabis Company,Waterford,29 Alice Street,Ontario
High Supply Cannabis Co,Fenelon Falls,21 Francis Street West,Ontario
Tokyo Smoke Bramalea ,Brampton,25 Peel Centre Dr Unit 360A,Ontario
Holy Cannabis,London,1080 Adelaide St N Suite 9,Ontario
Fika Local Scarborough East,Scarborough,797 Milner Ave Unit 200,Ontario
Tweed,Kingston ,500 Gardiners Road Unit 2B ,Ontario
Tree Tops Cannabis Co.,London,1255 Kilally Rd. Unit 106 ,Ontario
Spot 420,Orangeville,88 First St Unit 4B,Ontario
Adoreweed,Kitchener,277 Lancaster St W Unit 2,Ontario
Spiritleaf - Cross Roads,Nepean,529 West Hunt Club Rd,Ontario
Tokyo Smoke,Stouffville,15301 Highway 48 Unit 7,Ontario
Bestbudz,Hamilton,1024 Upper Wentworth St Unit 7,Ontario
Enroute Cannabis,Warren,9154 Hwy 17,Ontario
The Green Cloud Cannabis,Orangeville,281 Broadway Unit 3,Ontario
Cannabis Stop Inc ,Markdale,2 Toronto St S,Ontario
Cerenibis Canada,Toronto,2225 Queen St E,Ontario
Mighty Buds,North York,1971 Avenue Rd,Ontario
Elevated Cannabis,North York,3205 Dufferin St,Ontario
Cabbage Brothers Cannabis Store,Hamilton ,830 Upper James St Unit 3 & 4 ,Ontario
The Cannabis Retail Store ,Lasalle,5841 Malden Rd Unit 122,Ontario
Canna Cabana,Kanata,836 March Road Unit B1,Ontario
Canna Cabana,Cornwall,960 Brookdale Ave Unit 8,Ontario
Fika Local London Argyle ,London,340 Clarke Rd Unit 3,Ontario
Fika Local Cannabis,Scarborough,1900 Eglinton Ave E Unit F0002,Ontario
Fika Local Aurora,Aurora,91 First Commerce Dr Unit 13,Ontario
Toka+,Brampton,490 Chrysler Dr Suite 49,Ontario
Northern Helm Cannabis,Oshawa,199 Wentworth St W Unit 9,Ontario
Thisel,Toronto,192 Queen'S Quay East Unit A5,Ontario
Go Hi Ltd ,Hamilton,1035 King St W,Ontario
Cost Cannabis,Brantford,61 Lynden Rd Unit B4,Ontario
Budzys,Hamilton,298 Grays Rd Unit 5,Ontario
Oki Cannabis,Brampton,34 Avondale Blvd Suite 2,Ontario
2758103 Ontario,Toronto,900 Kingston Rd,Ontario
Canvas Cannabis ,Toronto,94 Harbord St,Ontario
Dab Cannabis,Georgetown,378 Mountainview Rd S Unit 10,Ontario
Northern Tokes,Oshawa,474 Simcoe St S Unit 2,Ontario
Pop'S Cannabis Brights Grove,Bright'S Grove,2600 Lakeshore Rd Unit 9,Ontario
Pop'S Cannabis Co. Smiths Falls,Smiths Falls,123 Lombard St Unit 9,Ontario
Yani Cool Cannabis,North York,555 Wilson Heights Blvd Suite 7,Ontario
Value Buds,Guelph,73 Gordon St,Ontario
Cosmic Gardens,Etobicoke,6620 Finch Ave W Unit 16 & 17,Ontario
Olympia Cannabis Chesterville (Oc Chesterville),Chesterville,3 King St,Ontario
The Flower Pot,Almonte,453 Ottawa St Unit 2,Ontario
Ganja Garden,Brantford,18 Market St Unit A,Ontario
Ideal Buds (Sioux Lookout),Sioux Lookout,90 Front Street,Ontario
High River Cannabis,Port Hope,24 John St,Ontario
Stash & Co.,Kitchener,95 King St W Unit 100,Ontario
Giggles Cannabis,Kitchener,32 Duke St E Unit 104,Ontario
Greenleaf Cannabis,Haliburton,"195 Highland Street, Front Level Unit",Ontario
C Shop,Beaverton,B30 Beaver Ave,Ontario
Paradise Air ,North York,650 Sheppard Ave E Unit 7,Ontario
Morrisburg Cannabis,Morrisburg,137 Main Street,Ontario
Evergreen Leaf,Hearst,631 Front Street Unit#01,Ontario
Kiaro Cannabis,Napanee,89 Jim Kimmett Blvd,Ontario
Bodega Boyz,Georgetown,68-78 Main St N Unit 2 & 3,Ontario
Value Buds ,Brampton,233 Queen St E,Ontario
Happy Life,Chelmsford,3702 Highway 144 Unit 2,Ontario
The Happy Spliff,East York,856 Eglinton Ave E Unit A,Ontario
Ouid,Stittsville,3-1539 Stittsville Main St,Ontario
Stirling Cannabis,Stirling,28 Mill Street,Ontario
Dab Glass,Kitchener,509 Wilson Ave Suite 6,Ontario
The Hunny Pot Cannabis Co,Burlington,2000 Appleby Line Unit F3,Ontario
Paramount Cannabis Co.,London,1970 Hyde Park Rd Suite 1A,Ontario
Highties Cannabis Store,Alexandria,25 Main St S,Ontario
Canna Cabana ,Fort Erie,450 Garrison Rd Unit 100,Ontario
Highties Cannabis Store,Cornwall,149 Montreal Rd,Ontario
Speakeasy Cannabis,Penetanguishene,"68 Main Street, Unit 1",Ontario
Tweed Cannabis,Tweed,308 Victoria St North,Ontario
Cannabis Xpress,Port Hope,5 Quinlan Dr Unit B,Ontario
Shinybud Cannabis Co. 299 Main,Hawkesbury,299 Main St E,Ontario
Ideal Buds (Atikokan),Atikokan,100 Mercury Avenue West,Ontario
Purple Moose,North York,1305 Lawrence Ave W Unit 1383,Ontario
Fika Local Cannabis,Etobicoke,171 North Queen St Unit G4A,Ontario
Pop'S Cannabis Co. ,Windsor,1940 Tecumseh Rd W,Ontario
Boondom Essex,Essex,169 Talbot St S Suite 4,Ontario
Canada Buds,St Catharines,595 Carlton St Unit 28,Ontario
Paramount Cannabis Co.,Midland,9319 93 Hwy Unit 2,Ontario
Happy Life,Espanola,387 Centre St,Ontario
Happy Life,North Bay,42 Lakeshore Dr,Ontario
Twist Cannabis,Ottawa,565 Bronson Ave,Ontario
Mc Cannabis,Kingston,1100 Princess St Unit E101,Ontario
Tokyo Smoke Shops At Don Mills,North York,1090 Don Mills Rd Unit H008,Ontario
Purple Meadow Cannabis ,Ottawa,2430 Bank St Unit 6,Ontario
Hidden Leaf Cannabis Co.,York,218 Vaughan Rd,Ontario
Highties Cannabis Store,Manotick,5511 Manotick Main St Unit 5,Ontario
Olympia Cannabis Tweed (O/C Tweed),Tweed,233 Victoria St N Unit 1,Ontario
Trenton Cannabis,Trenton,255 Glen Miller Rd Unit 4,Ontario
Speakeasy Cannabis Colborne,Colborne,33 King St E,Ontario
Piffingtons Cannabis Co.,Kitchener,200 Lorraine Ave Unit 3A,Ontario
The Bud Hub,Parkhill,237 Main St Unit B,Ontario
Inspired Cannabis Co,Cobourg,1111 Elgin St W Unit F,Ontario
Heavenlyhemp,Ottawa,1727A St. Laurent Blvd,Ontario
Chill Cannabis,Exeter,8A Wellington St W Ss 2,Ontario
Canna Cabana,Gloucester,1021 Cyrville Rd Unit A006,Ontario
Mystic'S Cannabis,Hamilton,135 Kenilworth Ave N,Ontario
The Hempire,St Catharines,25-27 Ontario St ,Ontario
Capturing Eden,Cayuga,11B Cayuga Street N,Ontario
Hypnotic Cannabis ,Brantford,116 Dalhousie St,Ontario
Greenleaf Cannabis,Fenelon Falls,"44 Colborne Street, Unit 5",Ontario
Spiritleaf ,Etobicoke,1750 The Queensway Unit 5,Ontario
One Plant Glebe,Ottawa,900 Bank St Unit 150,Ontario
Crown Leaf,Brampton,75 Clarence St,Ontario
Cannabis & Co.,Oshawa,92 Wolfe St Suite 3A,Ontario
Zen Cannabis,Pickering,2250 Highway 7,Ontario
Tokyo Smoke Fairview,Toronto,"1800 Sheppard Ave E, Unit 2071",Ontario
Sessions Cannabis,St Catharines,367 Lake St Unit 3,Ontario
Mind Flower Cannabis Co.,Toronto,615 King St W,Ontario
Pop'S Cannabis Co. Almonte,Almonte,401 Ottawa St Unit 6,Ontario
Famous Flower Cannabis Co.,London,972 Hamilton Rd Suite 14,Ontario
Kawartha Smoke,Omemee,1 King St E,Ontario
Canna Cabana,Windsor,"4140-4150 Walker Road, Unit 200-102",Ontario
Tony’S Joint,Kingsville,410 Main St. East Unit 7 ,Ontario
Budzz Pot Shoppe,Port Elgin,5026 Hwy 21 Rr1,Ontario
Value Buds,Toronto,1042 King St W,Ontario
Spdr Cannabis,Oshawa,767 Taunton Rd E Unit H3,Ontario
The Potery ,Guelph,115 Starwood Dr,Ontario
Northern Budzz,Beeton,29 Main St W Unit 700 & 800,Ontario
Groove Cannabis Co.,South Lancaster ,6327 County Rd 2 Unit 3,Ontario
Odyssey Cannabis,Hamilton ,22 Tisdale St S. Unit A ,Ontario
The Underground,Apsley,10020 Hwy 28,Ontario
Cannabis Sensation,Burlington,4155 Fairview St Suite 9,Ontario
Stok'D Cannabis ,Niagara Falls,5736 Stanley Ave,Ontario
Golden Tree Cannabis,Stirling,1 Mill Street,Ontario
Perth Cannabis,Perth,23 Wilson St W Suite B,Ontario
Euphoric Pot Corporation,Scarborough,4800 Sheppard Ave E Unit 116  & 118   ,Ontario
Tokyo Smoke Stouffville,Stouffville,12277 10Th Line Unit B1,Ontario
Olive Jar,Toronto,554 Annette St,Ontario
Spiritleaf - Georgetown,Georgetown,280 Guelph St Unit 025A & 025B,Ontario
Cannaco - The Cannabis Company,Alliston,42 Victoria St E,Ontario
Eighth Cannabis,Fenelon Falls,14 Francis St E Unit 4,Ontario
Budssmoke,Rutherglen,1442 Hwy 17 E Rr 1 Unit D&E,Ontario
Bluebird Pakenham,Pakenham,2545 County Road 29,Ontario
The House Of Cannabis - Keswick,Keswick,1 Church St Suite 9,Ontario
Buzzed Buds,Woodview,5584 Hwy 28 Unit 3,Ontario
Greener Grass Cannabis,St Catharines,75 King St,Ontario
Red Star Cannabis Co.,North York,5235 Steeles Ave W Unit 4,Ontario
Crafted Nugs Cannabis Company,Hamilton,237 King St E,Ontario
Tokyo Smoke Shoppers World Brampton,Brampton,499 Main St S Unit 70,Ontario
Northern Helm,Courtice,"1414 King St E., Unit 32",Ontario
Northern Tokes ,Scarborough,5780 Sheppard Ave E Unit 62,Ontario
In Bloom Cannabis,Hamilton,1831 Main St W Unit A,Ontario
Your Local Cannabis,Keswick,213 The Queensway S Unit 12,Ontario
Tokyo Smoke Eaton Centre ,Toronto ,220 Yonge St. Unit H009 ,Ontario
One Plant Brockville,Brockville,1958 Parkedale Ave Unit D,Ontario
Tokyo Smoke Bradford,Bradford,494 Holland St W Unit 103,Ontario
The Cannabis Shop,Perth,95 Dufferin St Unit A,Ontario
Bud Runners Cannabis,Oshawa,191 Bloor St E Unit 2,Ontario
The Lasalle Cannabis Company,Lasalle,791 Front Rd Unit B2,Ontario
Dab Cannabis ,Niagara Falls ,6980-7000 Mcleod Road Unit 9 ,Ontario
Hey Bud,Beamsville,5001 Greenlane Rd Unit 4,Ontario
Dab Cannabis,Barrie,12 Chase Mceachern Way,Ontario
The Grass Hut Inc,Brantford,245-265 King George Rd. Unit 101B ,Ontario
Natural Mystic Cannabis & Cbd,Ottawa,5556 Manotick Main St Unit 4,Ontario
Modern Day Cannabis,North York,4119 Bathurst St Unit 4,Ontario
Neat Cannabis Company,Komoka,9952 Glendon Dr Unit 4,Ontario
Happy Life,North Bay,1307 Algonquin Ave Suite 1,Ontario
Tampi Incorporation,Scarborough,4651 Sheppard Ave E Unit S102,Ontario
Star Buds Cannabis Co.,Barrie,477 Grove St E Unit 11,Ontario
Inhale Exhale Cannabis Dispensary,Hamilton,2732 Barton St E Unit 4,Ontario
The Green Room - Macdonell,Guelph,89 Macdonell St,Ontario
Cannabis Hut Ltd.,Scarborough,2254 Birchmount Rd,Ontario
Lit Cannabis,Keswick,155 Riverglen Dr Unit 11,Ontario
Highlife Cannabis Lively Express,Lively,135 Regional Rd 24 Unit 16,Ontario
Collective Growers,Ottawa,312 Somerset St E,Ontario
Value Buds,Brampton,10886 Hurontario St Suite A013,Ontario
Fogtown Flower,North York,4687 Yonge St,Ontario
Highties Cannabis Store,Ottawa,2518 - 2520 Innes Road,Ontario
The Pot Spot,Toronto,959 Dovercourt Rd,Ontario
Phoenix Cannabis,Waterloo,288 Albert St Unit 101,Ontario
Famous Flower Cannabis Co.,London,1777 Dundas St Unit A2,Ontario
Fire & Flower Cannabis Co.,North York,4205 Keele St Unit 20,Ontario
Fire & Flower Cannabis Co.,Aurora,16025 Bayview Ave Unit B2,Ontario
Fire & Flower Cannabis Co.,Etobicoke,764 The Queensway,Ontario
Fire & Flower Cannabis Co.,Toronto,2378 Bloor St W,Ontario
Fire & Flower Cannabis Co.,Toronto,132 Front St E Unit E,Ontario
Fire & Flower Cannabis Co.,Toronto,859 Queen St E,Ontario
On The Cannabis Side,Tecumseh,13300 Tecumseh Rd E Unit 155,Ontario
Tweed,Carleton Place,450 Mcneely Ave,Ontario
Tweed,Ottawa,204 Rideau Street,Ontario
Highties Cannabis Store,Brockville,1275 Kensington Pky Unit 4,Ontario
Miss Jones,St Mary'S,6 Water St S Unit 4,Ontario
Kaia Cannabis,Burlington,1900 Walkers Line Unit 7,Ontario
Fire & Flower Cannabis Co.,Georgetown,333 Mountainview Rd S Unit 7 & 8,Ontario
T Cannabis Nw,Hearst,3 15Th St Unit 5,Ontario
The Hunny Pot Cannabis Co,Pickering ,1899 Brock Rd Unit H3,Ontario
Bluebird Cannabis Co,Nepean,3 Roydon Pl Unit 3,Ontario
Growcery Cannabis,Brampton,178 Queen Street West (Main Floor),Ontario
Discounted Cannabis,Windsor,1115 Ouellette Ave Suite 1103,Ontario
Capturing Eden,Niagara Falls,8209 Lundy'S Lane Unit B,Ontario
Royal Leafs Waterdown,Waterdown,40 Main St N,Ontario
Piffingtons Cannabis Co,Brampton,345 Queen St W Unit 10,Ontario
Nature'S Canopy House,York,1267 Weston Rd,Ontario
Crossroads Cannabis,Hanover,880 10Th St Unit 105,Ontario
Forest City Marijuana,London,100 Belmont Dr Unit 4B,Ontario
Ganjika House Barrie,Barrie,15 Cedar Pointe Dr Unit 11 & 12,Ontario
Bongbaba Cannabis Culture,Hamilton,1685 Main St W Suite 80,Ontario
Famous Flower Cannabis Co.,London,458 Southdale Rd E Unit 3,Ontario
Rolling Cannabis Ltd.,Simcoe,6 Victoria St,Ontario
Sessions Cannabis,London,395 Wellington Rd Unit 15,Ontario
Greenstone Cannabis Shop,Geraldton,506 Main St,Ontario
We’D,Hamilton ,1070 Stone Church Rd E Unit 37,Ontario
Bancroft Cannabis,Bancroft,7 Station St Rr 1,Ontario
Arcade Cannabis Toronto,Scarborough,3730 Kingston Rd Unit 3,Ontario
The Hippies Next Door,Wiarton,"583 Berford Street, Unit 5",Ontario
Bluebird Cannabis Co.,Ottawa,5530 Manotick Main St Unit 1B,Ontario
Cannabis Xpress,Ridgetown,39 Main St E,Ontario
Bud'S Cannabis Store,Baldwin,23721 Highway 48 Suite 7,Ontario
Four20 Premium Market,Kitchener,123 Pioneer Dr Unit F2,Ontario
7Th Heaven Cannabis ,Scarborough,114 Markham Rd,Ontario
Cosmo Canna,Toronto,613 Dupont St Unit 1,Ontario
Highties Cannabis Store,Orleans,2284 Tenth Line Rd. Unit F5,Ontario
The Cannabist Shop - Wharncliffe,London,62 Wharncliffe Rd N,Ontario
Budssmoke,Brantford,299 Wayne Gretzky Pky Suite 5,Ontario
Budssmoke,Brampton,170 Davenfield Cir,Ontario
Haze Buds Cannabis,Jacksons Point,2100 Metro Rd N Unit 5,Ontario
Bud Xpress ,Hamilton,963 King St E,Ontario
Canna Cabana,Hamilton,905 Rymal Rd E Unit 110,Ontario
Lake Of The Woods Cannabis,Kenora,109 1/2 Main St S,Ontario
Tokyo Smoke Sherway,Etobicoke,25 The West Mall Unit 1723,Ontario
Cannabis Xpress,Pickering,1692 Central St Unit 1,Ontario
Canna Vibes,Scarborough ,1195 Birchmount Rd Unit 1193A,Ontario
Tokyo Smoke - Cornwall,Cornwall,61 Ninth St E Unit 3,Ontario
Baker And Blazer Cannabis Co.,North York,1881 Steeles Ave W Suite 9,Ontario
Superette,Toronto,2 Ossington Ave Unit 1,Ontario
Cloud 29 Manning,Tecumseh,1655 Manning Rd Unit 2B,Ontario
Ronin Cannabis,Cambridge,900 Jamieson Pky Unit J,Ontario
One Plant Georgetown,Georgetown,235 Guelph St Unit 5B,Ontario
Bluebird Cannabis Gladstone,Ottawa,502 Gladstone Ave,Ontario
Vip Cannabis Company,New Hamburg,179 Union St Unit 5,Ontario
6Ix Cannabis ,Brampton,2120 North Park Dr Unit 26,Ontario
Fika Local Oshawa North,Oshawa ,1445 Harmony Rd N Unit 100,Ontario
Tokyo Smoke Brampton Northeast,Brampton,11795 Bramalea Rd Unit E5,Ontario
710 Kingston,Kingston,1057 Midland Ave,Ontario
Tree Tops Cannabis Co.,Dorchester,4063 Hamilton Rd Suite B,Ontario
Urbnbud,Tecumseh,1614 Lesperance Rd Building F3 Unit D,Ontario
Cauldron Cannabis ,Glencoe,219 Main St,Ontario
Tokyo Smoke - Port Elgin,Port Elgin,216 Goderich St Unit 3,Ontario
The Bud Hub,London,170 Wortley Rd,Ontario
Welcome Cannabis ,Morriston,3 Badenoch St,Ontario
Due North Cannabis Co.,Sault Ste. Marie,710 Second Line E Unit 5,Ontario
Shinybuds Cannabis Co. Seeley'S Bay ,Seeley'S Bay,106 Drynan Way Unit 7,Ontario
Canna Cabana,Toronto,435B Yonge St,Ontario
Thrive Cannabis,Simcoe,88 Keith Richardson Pky,Ontario
Bongbaba Cannabis Culture,Toronto,940 Broadview Ave Suite 134,Ontario
Fika Local Dufferin Mall,Toronto,900 Dufferin St Unit 38,Ontario
Chronicles Cannabis Inc,Woodstock ,20 Huron St. Unit A,Ontario
Fire & Flower Cannabis Co.,Scarborough,4525 Kingston Rd Unit F01004E,Ontario
Insalata,Waterloo,520 University Ave W Unit 103,Ontario
Endo,Barrie,149 Dunlop St E Unit 151A,Ontario
Blackstar Cannabis,Toronto,985 Dovercourt Rd,Ontario
Petawawa Cannabis Store,Petawawa,3241 Petawawa Blvd,Ontario
Munchies Cannabis,Ottawa,131 Beechwood Ave Suite B,Ontario
Coconut Cannabis,Thorold,50 Front St N,Ontario
Harvest Cannabis Co,Hamilton,318 Queenston Rd Unit G,Ontario
Harvest Cannabis Co,Caledonia,172 Argyle St N Unit 1,Ontario
Gram'S Smokey Dreams,Nipigon,2 Front Street,Ontario
Prime Greenz,Tichborne,11628 Highway 38 Rr 1,Ontario
Planet Earth Cannabis,Ottawa,1666 Bank St Suite 600,Ontario
Happy Leaf Cannabis ,Waterloo,308 Lester St Unit 112,Ontario
Bud Runners Cannabis,Cannington,17 Cameron St W.,Ontario
Lady Leaf,Hamilton,372 King St E Suite 101,Ontario
Taste Buds Cannabis,North York,1193 Lawrence Ave W,Ontario
Greenheart Flowers,Napanee,425 Camden Rd Unit 2,Ontario
Village Buds,Campbellville,30 Crawford Crescent Unit 1C,Ontario
Bodega Boyz,Brampton,69 Bramalea Rd Suite 3,Ontario
The Hunny Pot Cannabis Co.,Scarborough,3850 Sheppard Ave E Unit 395,Ontario
Fika Local Cannabis,Toronto,1025 Lake Shore Blvd E Unit 11,Ontario
Miss Jones,Paris,989 Rest Acres Rd,Ontario
Kingston Cannabis Inc.,Kingston,545 Montreal St Unit 1,Ontario
Pop'S Cannabis Co. Hawkesbury,Hawkesbury,400 Spence Ave Unit 101,Ontario
